sale_date,factory,lot_number,grade,clone_type,auction_price_usd,exchange_rate,rainfall_mm,temperature_c,made_tea_kg,bp1_share
9/2/2022,Litein,LIT-68-9678,D1,TRFK 6/8,2.93,110.82,111.2,18.9,1266,0.443
9/2/2022,Litein,LIT-303577-9638,BP1,TRFK 303/577,2.98,110.82,111.2,18.9,3203,0.393
9/2/2022,Litein,LIT-303577-4427,PF1,TRFK 303/577,3.22,110.82,111.2,18.9,1699,0.412
9/2/2022,Litein,LIT-303577-8015,PD,TRFK 303/577,2.79,110.82,111.2,18.9,3156,0.387
9/2/2022,Litein,LIT-303577-3721,D1,TRFK 303/577,2.65,110.82,111.2,18.9,3625,0.333
9/2/2022,Litein,LIT-318-8018,BP1,TRFK 31/8,2.78,110.82,111.2,18.9,1693,0.326
9/2/2022,Litein,LIT-318-7374,PF1,TRFK 31/8,3.01,110.82,111.2,18.9,1870,0.291
9/2/2022,Litein,LIT-318-8688,PD,TRFK 31/8,2.74,110.82,111.2,18.9,2173,0.273
9/2/2022,Litein,LIT-318-7217,D1,TRFK 31/8,2.67,110.82,111.2,18.9,927,0.357
9/2/2022,Litein,LIT-1219-1136,BP1,TRFK 12/19,2.43,110.82,111.2,18.9,2320,0.258
9/2/2022,Litein,LIT-1219-5967,PF1,TRFK 12/19,2.37,110.82,111.2,18.9,1838,0.311
9/2/2022,Litein,LIT-1219-7427,PD,TRFK 12/19,2.19,110.82,111.2,18.9,3495,0.305
9/2/2022,Litein,LIT-1219-1445,D1,TRFK 12/19,2.4,110.82,111.2,18.9,1457,0.288
9/2/2022,Litein,LIT-79-6852,BP1,TRFK 7/9,2.54,110.82,111.2,18.9,3106,0.195
9/2/2022,Litein,LIT-79-2025,PF1,TRFK 7/9,2.6,110.82,111.2,18.9,1676,0.3
9/2/2022,Litein,LIT-79-2016,PD,TRFK 7/9,1.74,110.82,111.2,18.9,3017,0.242
9/2/2022,Litein,LIT-79-2836,D1,TRFK 7/9,2.43,110.82,111.2,18.9,3664,0.247
9/2/2022,Kapkatet,KAP-68-2032,BP1,TRFK 6/8,3.06,110.82,111.2,18.9,2934,0.388
9/2/2022,Kapkatet,KAP-68-2999,PF1,TRFK 6/8,3.03,110.82,111.2,18.9,1096,0.445
9/2/2022,Kapkatet,KAP-68-4097,PD,TRFK 6/8,2.91,110.82,111.2,18.9,3485,0.413
9/2/2022,Kapkatet,KAP-68-4111,D1,TRFK 6/8,2.48,110.82,111.2,18.9,1309,0.402
9/2/2022,Kapkatet,KAP-303577-1527,BP1,TRFK 303/577,2.71,110.82,111.2,18.9,1427,0.421
9/2/2022,Kapkatet,KAP-303577-8418,PF1,TRFK 303/577,2.82,110.82,111.2,18.9,1576,0.355
9/2/2022,Kapkatet,KAP-303577-8966,PD,TRFK 303/577,2.12,110.82,111.2,18.9,1816,0.353
9/2/2022,Kapkatet,KAP-303577-2025,D1,TRFK 303/577,2.43,110.82,111.2,18.9,1246,0.349
9/2/2022,Kapkatet,KAP-318-1142,BP1,TRFK 31/8,2.21,110.82,111.2,18.9,1759,0.326
9/2/2022,Kapkatet,KAP-318-2889,PF1,TRFK 31/8,2.61,110.82,111.2,18.9,1773,0.364
9/2/2022,Kapkatet,KAP-318-2787,PD,TRFK 31/8,1.95,110.82,111.2,18.9,1744,0.344
9/2/2022,Kapkatet,KAP-318-4009,D1,TRFK 31/8,2.35,110.82,111.2,18.9,3079,0.347
9/2/2022,Kapkatet,KAP-1219-1585,BP1,TRFK 12/19,2.34,110.82,111.2,18.9,2454,0.341
9/2/2022,Kapkatet,KAP-1219-4974,PF1,TRFK 12/19,2.22,110.82,111.2,18.9,2843,0.298
9/2/2022,Kapkatet,KAP-1219-1618,PD,TRFK 12/19,1.95,110.82,111.2,18.9,1584,0.288
9/2/2022,Kapkatet,KAP-1219-3181,D1,TRFK 12/19,2.78,110.82,111.2,18.9,1636,0.306
9/2/2022,Kapkatet,KAP-79-8858,BP1,TRFK 7/9,1.64,110.82,111.2,18.9,2803,0.283
9/2/2022,Kapkatet,KAP-79-8274,PF1,TRFK 7/9,2.09,110.82,111.2,18.9,1649,0.286
9/2/2022,Kapkatet,KAP-79-3775,PD,TRFK 7/9,1.83,110.82,111.2,18.9,2054,0.322
9/2/2022,Kapkatet,KAP-79-2949,D1,TRFK 7/9,2.05,110.82,111.2,18.9,1175,0.274
9/2/2022,Momul,MOM-68-1999,BP1,TRFK 6/8,3.13,110.82,111.2,18.9,1179,0.44
9/2/2022,Momul,MOM-68-9378,PF1,TRFK 6/8,2.68,110.82,111.2,18.9,2782,0.4
9/2/2022,Momul,MOM-68-4533,PD,TRFK 6/8,2.6,110.82,111.2,18.9,1606,0.371
9/2/2022,Momul,MOM-68-9245,D1,TRFK 6/8,2.73,110.82,111.2,18.9,3783,0.444
9/2/2022,Momul,MOM-303577-4712,BP1,TRFK 303/577,2.48,110.82,111.2,18.9,1896,0.354
9/2/2022,Momul,MOM-303577-8892,PF1,TRFK 303/577,2.75,110.82,111.2,18.9,1395,0.335
9/2/2022,Momul,MOM-303577-8714,PD,TRFK 303/577,2.37,110.82,111.2,18.9,3347,0.374
9/2/2022,Momul,MOM-303577-9840,D1,TRFK 303/577,3.03,110.82,111.2,18.9,1895,0.346
9/2/2022,Momul,MOM-318-3260,BP1,TRFK 31/8,2.33,110.82,111.2,18.9,3543,0.339
9/2/2022,Momul,MOM-318-6049,PF1,TRFK 31/8,2.29,110.82,111.2,18.9,1329,0.312
9/2/2022,Momul,MOM-318-2131,PD,TRFK 31/8,2.57,110.82,111.2,18.9,1578,0.359
9/2/2022,Momul,MOM-318-6527,D1,TRFK 31/8,2.35,110.82,111.2,18.9,2075,0.293
9/2/2022,Momul,MOM-1219-8249,BP1,TRFK 12/19,2.85,110.82,111.2,18.9,2141,0.284
9/2/2022,Momul,MOM-1219-6027,PF1,TRFK 12/19,2.9,110.82,111.2,18.9,1271,0.327
9/2/2022,Momul,MOM-1219-3599,PD,TRFK 12/19,2.47,110.82,111.2,18.9,2648,0.294
9/2/2022,Momul,MOM-1219-2257,D1,TRFK 12/19,1.92,110.82,111.2,18.9,1681,0.329
9/2/2022,Momul,MOM-79-3400,BP1,TRFK 7/9,2.27,110.82,111.2,18.9,2260,0.242
9/2/2022,Momul,MOM-79-4083,PF1,TRFK 7/9,2.65,110.82,111.2,18.9,945,0.238
9/2/2022,Momul,MOM-79-5703,PD,TRFK 7/9,2.16,110.82,111.2,18.9,1190,0.236
9/2/2022,Momul,MOM-79-5574,D1,TRFK 7/9,1.73,110.82,111.2,18.9,2363,0.355
9/2/2022,Kapsara,KAP-68-5409,BP1,TRFK 6/8,2.8,110.82,111.2,18.9,2959,0.429
9/2/2022,Kapsara,KAP-68-1296,PF1,TRFK 6/8,2.7,110.82,111.2,18.9,1681,0.404
9/2/2022,Kapsara,KAP-68-2736,PD,TRFK 6/8,2.64,110.82,111.2,18.9,2336,0.419
9/2/2022,Kapsara,KAP-68-3416,D1,TRFK 6/8,2.82,110.82,111.2,18.9,2732,0.458
9/2/2022,Kapsara,KAP-303577-3347,BP1,TRFK 303/577,2.98,110.82,111.2,18.9,2746,0.358
9/2/2022,Kapsara,KAP-303577-5772,PF1,TRFK 303/577,2.58,110.82,111.2,18.9,1198,0.371
9/2/2022,Kapsara,KAP-303577-1649,PD,TRFK 303/577,2.64,110.82,111.2,18.9,1525,0.398
9/2/2022,Kapsara,KAP-303577-5805,D1,TRFK 303/577,2.28,110.82,111.2,18.9,3651,0.373
9/2/2022,Kapsara,KAP-318-1705,BP1,TRFK 31/8,2.97,110.82,111.2,18.9,2822,0.359
9/2/2022,Kapsara,KAP-318-8866,PF1,TRFK 31/8,2.53,110.82,111.2,18.9,1499,0.284
9/2/2022,Kapsara,KAP-318-7929,PD,TRFK 31/8,3,110.82,111.2,18.9,3352,0.368
9/2/2022,Kapsara,KAP-318-4090,D1,TRFK 31/8,2.29,110.82,111.2,18.9,1457,0.321
9/2/2022,Kapsara,KAP-1219-6712,BP1,TRFK 12/19,2.5,110.82,111.2,18.9,2763,0.316
9/2/2022,Kapsara,KAP-1219-4955,PF1,TRFK 12/19,2.85,110.82,111.2,18.9,3427,0.312
9/2/2022,Kapsara,KAP-1219-5634,PD,TRFK 12/19,2.97,110.82,111.2,18.9,1290,0.338
9/2/2022,Kapsara,KAP-1219-2259,D1,TRFK 12/19,2.41,110.82,111.2,18.9,1043,0.306
9/2/2022,Kapsara,KAP-79-6709,BP1,TRFK 7/9,2.66,110.82,111.2,18.9,1269,0.294
9/2/2022,Kapsara,KAP-79-7728,PF1,TRFK 7/9,2.68,110.82,111.2,18.9,2353,0.177
9/2/2022,Kapsara,KAP-79-1298,PD,TRFK 7/9,2.89,110.82,111.2,18.9,2093,0.251
9/2/2022,Kapsara,KAP-79-5589,D1,TRFK 7/9,1.71,110.82,111.2,18.9,1420,0.26
9/2/2022,Chebut,CHE-68-4934,BP1,TRFK 6/8,2.78,110.82,111.2,18.9,3211,0.439
9/2/2022,Chebut,CHE-68-7260,PF1,TRFK 6/8,3.28,110.82,111.2,18.9,2960,0.459
9/2/2022,Chebut,CHE-68-2970,PD,TRFK 6/8,2.64,110.82,111.2,18.9,1614,0.415
9/2/2022,Chebut,CHE-68-3190,D1,TRFK 6/8,2.64,110.82,111.2,18.9,1010,0.397
9/2/2022,Chebut,CHE-303577-2658,BP1,TRFK 303/577,2.72,110.82,111.2,18.9,2545,0.418
9/2/2022,Chebut,CHE-303577-8496,PF1,TRFK 303/577,2.73,110.82,111.2,18.9,1599,0.37
9/2/2022,Chebut,CHE-303577-6925,PD,TRFK 303/577,2.22,110.82,111.2,18.9,3459,0.389
9/2/2022,Chebut,CHE-303577-4846,D1,TRFK 303/577,2.43,110.82,111.2,18.9,1341,0.395
9/2/2022,Chebut,CHE-318-2761,BP1,TRFK 31/8,2.79,110.82,111.2,18.9,1242,0.331
9/2/2022,Chebut,CHE-318-4629,PF1,TRFK 31/8,2.72,110.82,111.2,18.9,1951,0.33
9/2/2022,Chebut,CHE-318-2841,PD,TRFK 31/8,2.66,110.82,111.2,18.9,1421,0.333
9/2/2022,Chebut,CHE-318-5341,D1,TRFK 31/8,2.75,110.82,111.2,18.9,1202,0.388
9/2/2022,Chebut,CHE-1219-5160,BP1,TRFK 12/19,2.75,110.82,111.2,18.9,3413,0.278
9/2/2022,Chebut,CHE-1219-1393,PF1,TRFK 12/19,3.23,110.82,111.2,18.9,1834,0.347
9/2/2022,Chebut,CHE-1219-6140,PD,TRFK 12/19,2.24,110.82,111.2,18.9,2213,0.35
9/2/2022,Chebut,CHE-1219-2736,D1,TRFK 12/19,1.87,110.82,111.2,18.9,1705,0.225
9/2/2022,Chebut,CHE-79-1912,BP1,TRFK 7/9,2.4,110.82,111.2,18.9,2595,0.272
9/2/2022,Chebut,CHE-79-1239,PF1,TRFK 7/9,3.48,110.82,111.2,18.9,1602,0.23
9/2/2022,Chebut,CHE-79-6086,PD,TRFK 7/9,2.46,110.82,111.2,18.9,3667,0.268
9/2/2022,Chebut,CHE-79-3421,D1,TRFK 7/9,2.21,110.82,111.2,18.9,3118,0.233
9/9/2022,Tegat,TEG-68-9850,BP1,TRFK 6/8,2.72,113.25,106.4,18.6,1740,0.417
9/9/2022,Tegat,TEG-68-1013,PF1,TRFK 6/8,2.95,113.25,106.4,18.6,2361,0.477
9/9/2022,Tegat,TEG-68-5522,PD,TRFK 6/8,2.51,113.25,106.4,18.6,2738,0.408
9/9/2022,Tegat,TEG-68-5611,D1,TRFK 6/8,2.69,113.25,106.4,18.6,1419,0.487
9/9/2022,Tegat,TEG-303577-4971,BP1,TRFK 303/577,2.33,113.25,106.4,18.6,1184,0.383
9/9/2022,Tegat,TEG-303577-9734,PF1,TRFK 303/577,2.79,113.25,106.4,18.6,1123,0.41
9/9/2022,Tegat,TEG-303577-4580,PD,TRFK 303/577,2.35,113.25,106.4,18.6,2561,0.445
9/9/2022,Tegat,TEG-303577-2379,D1,TRFK 303/577,2.22,113.25,106.4,18.6,3777,0.393
9/9/2022,Tegat,TEG-318-4166,BP1,TRFK 31/8,2.5,113.25,106.4,18.6,1836,0.332
9/9/2022,Tegat,TEG-318-3325,PF1,TRFK 31/8,1.9,113.25,106.4,18.6,2862,0.331
9/9/2022,Tegat,TEG-318-1704,PD,TRFK 31/8,2.08,113.25,106.4,18.6,3304,0.332
9/9/2022,Tegat,TEG-318-5031,D1,TRFK 31/8,2.12,113.25,106.4,18.6,1674,0.352
9/9/2022,Tegat,TEG-1219-4947,BP1,TRFK 12/19,2.55,113.25,106.4,18.6,3346,0.304
9/9/2022,Tegat,TEG-1219-5910,PF1,TRFK 12/19,2.39,113.25,106.4,18.6,1595,0.29
9/9/2022,Tegat,TEG-1219-8338,PD,TRFK 12/19,2.51,113.25,106.4,18.6,1771,0.292
9/9/2022,Tegat,TEG-1219-8399,D1,TRFK 12/19,2.44,113.25,106.4,18.6,3706,0.267
9/9/2022,Tegat,TEG-79-9172,BP1,TRFK 7/9,2.31,113.25,106.4,18.6,2679,0.286
9/9/2022,Tegat,TEG-79-8947,PF1,TRFK 7/9,2.19,113.25,106.4,18.6,2317,0.27
9/9/2022,Tegat,TEG-79-4199,PD,TRFK 7/9,3.03,113.25,106.4,18.6,1062,0.245
9/9/2022,Tegat,TEG-79-3896,D1,TRFK 7/9,2.03,113.25,106.4,18.6,2045,0.252
9/9/2022,Litein,LIT-68-8215,BP1,TRFK 6/8,3.44,113.25,106.4,18.6,998,0.436
9/9/2022,Litein,LIT-68-8374,PF1,TRFK 6/8,2.66,113.25,106.4,18.6,2349,0.413
9/9/2022,Litein,LIT-68-5801,PD,TRFK 6/8,2.53,113.25,106.4,18.6,1527,0.361
9/9/2022,Litein,LIT-68-9960,D1,TRFK 6/8,2.31,113.25,106.4,18.6,2043,0.467
9/9/2022,Litein,LIT-303577-8020,BP1,TRFK 303/577,2.67,113.25,106.4,18.6,999,0.381
9/9/2022,Litein,LIT-303577-7721,PF1,TRFK 303/577,2.98,113.25,106.4,18.6,2274,0.406
9/9/2022,Litein,LIT-303577-2412,PD,TRFK 303/577,2.49,113.25,106.4,18.6,1452,0.351
9/9/2022,Litein,LIT-303577-8700,D1,TRFK 303/577,2.45,113.25,106.4,18.6,3472,0.345
9/9/2022,Litein,LIT-318-7043,BP1,TRFK 31/8,2.23,113.25,106.4,18.6,2478,0.345
9/9/2022,Litein,LIT-318-9268,PF1,TRFK 31/8,2.28,113.25,106.4,18.6,3181,0.274
9/9/2022,Litein,LIT-318-8551,PD,TRFK 31/8,2.3,113.25,106.4,18.6,2574,0.365
9/9/2022,Litein,LIT-318-6510,D1,TRFK 31/8,2.29,113.25,106.4,18.6,2059,0.311
9/9/2022,Litein,LIT-1219-8970,BP1,TRFK 12/19,3.09,113.25,106.4,18.6,3761,0.306
9/9/2022,Litein,LIT-1219-7768,PF1,TRFK 12/19,3.32,113.25,106.4,18.6,1412,0.256
9/9/2022,Litein,LIT-1219-6734,PD,TRFK 12/19,2.05,113.25,106.4,18.6,2026,0.381
9/9/2022,Litein,LIT-1219-7742,D1,TRFK 12/19,2.11,113.25,106.4,18.6,2185,0.269
9/9/2022,Litein,LIT-79-5843,BP1,TRFK 7/9,2.84,113.25,106.4,18.6,1213,0.263
9/9/2022,Litein,LIT-79-2177,PF1,TRFK 7/9,1.58,113.25,106.4,18.6,2271,0.34
9/9/2022,Litein,LIT-79-4635,PD,TRFK 7/9,2.45,113.25,106.4,18.6,918,0.345
9/9/2022,Litein,LIT-79-9367,D1,TRFK 7/9,2.83,113.25,106.4,18.6,1272,0.279
9/9/2022,Kapkatet,KAP-68-8537,BP1,TRFK 6/8,2.75,113.25,106.4,18.6,3600,0.368
9/9/2022,Kapkatet,KAP-68-6806,PF1,TRFK 6/8,2.44,113.25,106.4,18.6,3769,0.458
9/9/2022,Kapkatet,KAP-68-3700,PD,TRFK 6/8,2.32,113.25,106.4,18.6,1212,0.394
9/9/2022,Kapkatet,KAP-68-2654,D1,TRFK 6/8,2.93,113.25,106.4,18.6,3158,0.365
9/9/2022,Kapkatet,KAP-303577-7111,BP1,TRFK 303/577,3.09,113.25,106.4,18.6,3735,0.348
9/9/2022,Kapkatet,KAP-303577-3694,PF1,TRFK 303/577,2.56,113.25,106.4,18.6,3309,0.376
9/9/2022,Kapkatet,KAP-303577-6430,PD,TRFK 303/577,2.57,113.25,106.4,18.6,1716,0.316
9/9/2022,Kapkatet,KAP-303577-2806,D1,TRFK 303/577,2.29,113.25,106.4,18.6,2542,0.373
9/9/2022,Kapkatet,KAP-318-3433,BP1,TRFK 31/8,2.53,113.25,106.4,18.6,1783,0.319
9/9/2022,Kapkatet,KAP-318-5866,PF1,TRFK 31/8,2.97,113.25,106.4,18.6,3687,0.365
9/9/2022,Kapkatet,KAP-318-1041,PD,TRFK 31/8,2.43,113.25,106.4,18.6,3165,0.314
9/9/2022,Kapkatet,KAP-318-2533,D1,TRFK 31/8,2.21,113.25,106.4,18.6,2713,0.322
9/9/2022,Kapkatet,KAP-1219-7648,BP1,TRFK 12/19,2.64,113.25,106.4,18.6,2502,0.376
9/9/2022,Kapkatet,KAP-1219-7345,PF1,TRFK 12/19,2.51,113.25,106.4,18.6,3414,0.341
9/9/2022,Kapkatet,KAP-1219-9371,PD,TRFK 12/19,2.23,113.25,106.4,18.6,2996,0.351
9/9/2022,Kapkatet,KAP-1219-4662,D1,TRFK 12/19,2.03,113.25,106.4,18.6,2139,0.279
9/9/2022,Kapkatet,KAP-79-1555,BP1,TRFK 7/9,2.41,113.25,106.4,18.6,2309,0.319
9/9/2022,Kapkatet,KAP-79-1590,PF1,TRFK 7/9,2.63,113.25,106.4,18.6,1279,0.367
9/9/2022,Kapkatet,KAP-79-5967,PD,TRFK 7/9,2.05,113.25,106.4,18.6,1917,0.23
9/9/2022,Kapkatet,KAP-79-4119,D1,TRFK 7/9,2.65,113.25,106.4,18.6,3106,0.286
9/9/2022,Momul,MOM-68-2261,BP1,TRFK 6/8,2.76,113.25,106.4,18.6,1067,0.392
9/9/2022,Momul,MOM-68-2934,PF1,TRFK 6/8,2.86,113.25,106.4,18.6,2006,0.435
9/9/2022,Momul,MOM-68-9150,PD,TRFK 6/8,2.73,113.25,106.4,18.6,2093,0.369
9/9/2022,Momul,MOM-68-5520,D1,TRFK 6/8,2.23,113.25,106.4,18.6,3061,0.472
9/9/2022,Momul,MOM-303577-4033,BP1,TRFK 303/577,3.11,113.25,106.4,18.6,3221,0.38
9/9/2022,Momul,MOM-303577-4139,PF1,TRFK 303/577,2.44,113.25,106.4,18.6,1182,0.359
9/9/2022,Momul,MOM-303577-5547,PD,TRFK 303/577,2.88,113.25,106.4,18.6,1203,0.346
9/9/2022,Momul,MOM-303577-2070,D1,TRFK 303/577,2.36,113.25,106.4,18.6,3647,0.36
9/9/2022,Momul,MOM-318-7613,BP1,TRFK 31/8,2.66,113.25,106.4,18.6,1435,0.354
9/9/2022,Momul,MOM-318-8482,PF1,TRFK 31/8,2.61,113.25,106.4,18.6,3601,0.321
9/9/2022,Momul,MOM-318-8698,PD,TRFK 31/8,2.06,113.25,106.4,18.6,2698,0.336
9/9/2022,Momul,MOM-318-7842,D1,TRFK 31/8,2.58,113.25,106.4,18.6,1260,0.35
9/9/2022,Momul,MOM-1219-2142,BP1,TRFK 12/19,2.8,113.25,106.4,18.6,1901,0.291
9/9/2022,Momul,MOM-1219-6337,PF1,TRFK 12/19,2.99,113.25,106.4,18.6,3598,0.235
9/9/2022,Momul,MOM-1219-2089,PD,TRFK 12/19,2.53,113.25,106.4,18.6,1765,0.324
9/9/2022,Momul,MOM-1219-8407,D1,TRFK 12/19,1.96,113.25,106.4,18.6,920,0.281
9/9/2022,Momul,MOM-79-8606,BP1,TRFK 7/9,2.41,113.25,106.4,18.6,2071,0.272
9/9/2022,Momul,MOM-79-2426,PF1,TRFK 7/9,1.85,113.25,106.4,18.6,1338,0.286
9/9/2022,Momul,MOM-79-2541,PD,TRFK 7/9,1.58,113.25,106.4,18.6,3038,0.274
9/9/2022,Momul,MOM-79-3070,D1,TRFK 7/9,2.15,113.25,106.4,18.6,2809,0.291
9/9/2022,Kapsara,KAP-68-5229,BP1,TRFK 6/8,3.13,113.25,106.4,18.6,2103,0.456
9/9/2022,Kapsara,KAP-68-7326,PF1,TRFK 6/8,2.79,113.25,106.4,18.6,999,0.434
9/9/2022,Kapsara,KAP-68-4467,PD,TRFK 6/8,2.92,113.25,106.4,18.6,3300,0.404
9/9/2022,Kapsara,KAP-68-1806,D1,TRFK 6/8,2.42,113.25,106.4,18.6,2724,0.393
9/9/2022,Kapsara,KAP-303577-1722,BP1,TRFK 303/577,2.49,113.25,106.4,18.6,2254,0.326
9/9/2022,Kapsara,KAP-303577-1506,PF1,TRFK 303/577,3.16,113.25,106.4,18.6,1373,0.447
9/9/2022,Kapsara,KAP-303577-5835,PD,TRFK 303/577,2.65,113.25,106.4,18.6,1274,0.327
9/9/2022,Kapsara,KAP-303577-9428,D1,TRFK 303/577,2.45,113.25,106.4,18.6,1925,0.435
9/9/2022,Kapsara,KAP-318-6836,BP1,TRFK 31/8,2.73,113.25,106.4,18.6,2243,0.306
9/9/2022,Kapsara,KAP-318-7107,PF1,TRFK 31/8,2.25,113.25,106.4,18.6,1432,0.397
9/9/2022,Kapsara,KAP-318-6783,PD,TRFK 31/8,2.48,113.25,106.4,18.6,1436,0.394
9/9/2022,Kapsara,KAP-318-7585,D1,TRFK 31/8,2.01,113.25,106.4,18.6,3084,0.356
9/9/2022,Kapsara,KAP-1219-7564,BP1,TRFK 12/19,2.22,113.25,106.4,18.6,1431,0.275
9/9/2022,Kapsara,KAP-1219-5240,PF1,TRFK 12/19,2.91,113.25,106.4,18.6,3320,0.304
9/9/2022,Kapsara,KAP-1219-9787,PD,TRFK 12/19,2.21,113.25,106.4,18.6,3301,0.3
9/9/2022,Kapsara,KAP-1219-7617,D1,TRFK 12/19,2.01,113.25,106.4,18.6,1652,0.314
9/9/2022,Kapsara,KAP-79-9499,BP1,TRFK 7/9,2.26,113.25,106.4,18.6,2036,0.274
9/9/2022,Kapsara,KAP-79-7374,PF1,TRFK 7/9,2.17,113.25,106.4,18.6,3520,0.307
9/9/2022,Kapsara,KAP-79-7714,PD,TRFK 7/9,1.52,113.25,106.4,18.6,2331,0.285
9/9/2022,Kapsara,KAP-79-2947,D1,TRFK 7/9,2.32,113.25,106.4,18.6,1444,0.255
9/9/2022,Chebut,CHE-68-4246,BP1,TRFK 6/8,2.68,113.25,106.4,18.6,2674,0.411
9/9/2022,Chebut,CHE-68-8912,PF1,TRFK 6/8,2.91,113.25,106.4,18.6,2836,0.441
9/9/2022,Chebut,CHE-68-8440,PD,TRFK 6/8,2.15,113.25,106.4,18.6,2589,0.461
9/9/2022,Chebut,CHE-68-8816,D1,TRFK 6/8,2.52,113.25,106.4,18.6,2488,0.397
9/9/2022,Chebut,CHE-303577-7808,BP1,TRFK 303/577,1.98,113.25,106.4,18.6,2225,0.417
9/9/2022,Chebut,CHE-303577-5100,PF1,TRFK 303/577,2.5,113.25,106.4,18.6,2793,0.298
9/9/2022,Chebut,CHE-303577-7002,PD,TRFK 303/577,2.12,113.25,106.4,18.6,1220,0.402
9/9/2022,Chebut,CHE-303577-4454,D1,TRFK 303/577,2.11,113.25,106.4,18.6,1232,0.379
9/9/2022,Chebut,CHE-318-9710,BP1,TRFK 31/8,2.26,113.25,106.4,18.6,3776,0.334
9/9/2022,Chebut,CHE-318-6796,PF1,TRFK 31/8,2.71,113.25,106.4,18.6,3570,0.371
9/9/2022,Chebut,CHE-318-5567,PD,TRFK 31/8,1.92,113.25,106.4,18.6,3453,0.331
9/9/2022,Chebut,CHE-318-6053,D1,TRFK 31/8,2.29,113.25,106.4,18.6,937,0.317
9/9/2022,Chebut,CHE-1219-9417,BP1,TRFK 12/19,1.46,113.25,106.4,18.6,2941,0.312
9/9/2022,Chebut,CHE-1219-5080,PF1,TRFK 12/19,1.89,113.25,106.4,18.6,2920,0.284
9/9/2022,Chebut,CHE-1219-2509,PD,TRFK 12/19,2.16,113.25,106.4,18.6,1947,0.319
9/9/2022,Chebut,CHE-1219-5792,D1,TRFK 12/19,1.93,113.25,106.4,18.6,1882,0.34
9/9/2022,Chebut,CHE-79-8786,BP1,TRFK 7/9,2.34,113.25,106.4,18.6,2735,0.304
9/9/2022,Chebut,CHE-79-9886,PF1,TRFK 7/9,2.04,113.25,106.4,18.6,3166,0.291
9/9/2022,Chebut,CHE-79-6887,PD,TRFK 7/9,1.61,113.25,106.4,18.6,3489,0.254
9/9/2022,Chebut,CHE-79-8794,D1,TRFK 7/9,2.41,113.25,106.4,18.6,3649,0.295
9/16/2022,Tegat,TEG-68-5049,BP1,TRFK 6/8,2.95,110.06,96.1,18.4,3792,0.366
9/16/2022,Tegat,TEG-68-6973,PF1,TRFK 6/8,3.1,110.06,96.1,18.4,2793,0.408
9/16/2022,Tegat,TEG-68-9571,PD,TRFK 6/8,2.53,110.06,96.1,18.4,2546,0.427
9/16/2022,Tegat,TEG-68-3405,D1,TRFK 6/8,2.55,110.06,96.1,18.4,1463,0.414
9/16/2022,Tegat,TEG-303577-8198,BP1,TRFK 303/577,2.85,110.06,96.1,18.4,2161,0.367
9/16/2022,Tegat,TEG-303577-5046,PF1,TRFK 303/577,2.76,110.06,96.1,18.4,2808,0.363
9/16/2022,Tegat,TEG-303577-9060,PD,TRFK 303/577,2.7,110.06,96.1,18.4,3702,0.385
9/16/2022,Tegat,TEG-303577-6921,D1,TRFK 303/577,2.81,110.06,96.1,18.4,1496,0.418
9/16/2022,Tegat,TEG-318-6411,BP1,TRFK 31/8,2.51,110.06,96.1,18.4,1339,0.333
9/16/2022,Tegat,TEG-318-5482,PF1,TRFK 31/8,2.77,110.06,96.1,18.4,2876,0.344
9/16/2022,Tegat,TEG-318-5412,PD,TRFK 31/8,2.77,110.06,96.1,18.4,1407,0.371
9/16/2022,Tegat,TEG-318-9604,D1,TRFK 31/8,2.72,110.06,96.1,18.4,1864,0.345
9/16/2022,Tegat,TEG-1219-1686,BP1,TRFK 12/19,2.85,110.06,96.1,18.4,1469,0.307
9/16/2022,Tegat,TEG-1219-6605,PF1,TRFK 12/19,2.58,110.06,96.1,18.4,3752,0.317
9/16/2022,Tegat,TEG-1219-1955,PD,TRFK 12/19,1.91,110.06,96.1,18.4,3533,0.301
9/16/2022,Tegat,TEG-1219-8198,D1,TRFK 12/19,2,110.06,96.1,18.4,2378,0.302
9/16/2022,Tegat,TEG-79-4766,BP1,TRFK 7/9,2.15,110.06,96.1,18.4,2223,0.253
9/16/2022,Tegat,TEG-79-5272,PF1,TRFK 7/9,3.25,110.06,96.1,18.4,2002,0.239
9/16/2022,Tegat,TEG-79-8748,PD,TRFK 7/9,1.86,110.06,96.1,18.4,1235,0.266
9/16/2022,Tegat,TEG-79-8580,D1,TRFK 7/9,1.61,110.06,96.1,18.4,1071,0.265
9/16/2022,Litein,LIT-68-6664,BP1,TRFK 6/8,3.1,110.06,96.1,18.4,3301,0.43
9/16/2022,Litein,LIT-68-9273,PF1,TRFK 6/8,3.37,110.06,96.1,18.4,2998,0.391
9/16/2022,Litein,LIT-68-7651,PD,TRFK 6/8,2.67,110.06,96.1,18.4,3023,0.483
9/16/2022,Litein,LIT-68-2619,D1,TRFK 6/8,2.91,110.06,96.1,18.4,2513,0.396
9/16/2022,Litein,LIT-303577-4956,BP1,TRFK 303/577,2.62,110.06,96.1,18.4,2115,0.432
9/16/2022,Litein,LIT-303577-8702,PF1,TRFK 303/577,2.65,110.06,96.1,18.4,969,0.407
9/16/2022,Litein,LIT-303577-5727,PD,TRFK 303/577,2.17,110.06,96.1,18.4,1998,0.342
